Zipcode,state_id,county_fips,county_name
14544,NY,36123,Yates
51050,IA,19149,Plymouth
97450,OR,41015,Curry
48476,MI,26155,Shiawassee
48507,MI,26049,Genesee
48817,MI,26155,Shiawassee
13066,NY,36067,Onondaga
14303,NY,36063,Niagara
51346,IA,19141,O'Brien
50432,IA,19081,Hancock
14008,NY,36063,Niagara
5153,VT,50027,Windsor
50556,IA,19109,Kossuth
13489,NY,36049,Lewis
3249,NH,33001,Belknap
4074,ME,23005,Cumberland
13312,NY,36049,Lewis
83012,WY,56039,Teton
83434,ID,16051,Jefferson
5055,VT,50027,Windsor
5045,VT,50017,Orange
5038,VT,50017,Orange
13665,NY,36045,Jefferson
97439,OR,41039,Lane
13622,NY,36045,Jefferson
54113,WI,55087,Outagamie
13635,NY,36089,St. Lawrence
56294,MN,27127,Redwood
4450,ME,23019,Penobscot
55105,MN,27123,Ramsey
55305,MN,27053,Hennepin
5902,VT,50009,Essex
55428,MN,27053,Hennepin
57232,SD,46091,Marshall
98932,WA,53077,Yakima
58033,ND,38073,Ransom
4745,ME,23003,Aroostook
83868,ID,16079,Shoshone
99167,WA,53065,Stevens
987,PR,72031,Carolina
949,PR,72137,Toa Baja
979,PR,72031,Carolina
915,PR,72127,San Juan
907,PR,72127,San Juan
96756,HI,15007,Kauai
33161,FL,12086,Miami-Dade
78526,TX,48061,Cameron
33401,FL,12099,Palm Beach
34231,FL,12115,Sarasota
32730,FL,12117,Seminole
32771,FL,12117,Seminole
32776,FL,12069,Lake
70041,LA,22075,Plaquemines
77021,TX,48201,Harris
77027,TX,48201,Harris
78880,TX,48137,Edwards
32256,FL,12031,Duval
77384,TX,48339,Montgomery
32216,FL,12031,Duval
32204,FL,12031,Duval
78731,TX,48453,Travis
32466,FL,12005,Bay
70452,LA,22103,St. Tammany
32504,FL,12033,Escambia
36567,AL,1003,Baldwin
