Year,County,State,FIPS County Code,Opioid Prescribing Rater per 100
2016,"Marion, AR",AR,5089,83.3
2016,"Miller, AR",AR,5091,109.3
2016,"Mississippi, AR",AR,5093,138.6
2016,"Monroe, AR",AR,5095,92.6
2016,"Montgomery, AR",AR,5097,93.4
2016,"Nevada, AR",AR,5099,–
2016,"Newton, AR",AR,5101,0.8
2016,"Ouachita, AR",AR,5103,143.4
2016,"Perry, AR",AR,5105,51.2
2016,"Phillips, AR",AR,5107,159.8
2016,"Pike, AR",AR,5109,97.6
2016,"Poinsett, AR",AR,5111,120.7
2016,"Polk, AR",AR,5113,117.8
2016,"Pope, AR",AR,5115,132.6
2016,"Prairie, AR",AR,5117,82.1
2016,"Pulaski, AR",AR,5119,105.2
2016,"Randolph, AR",AR,5121,114.2
2016,"St. Francis, AR",AR,5123,94.8
2016,"Saline, AR",AR,5125,97.4
2016,"Scott, AR",AR,5127,124.7
2016,"Searcy, AR",AR,5129,82.6
2016,"Sebastian, AR",AR,5131,169
2016,"Sevier, AR",AR,5133,65.5
2016,"Sharp, AR",AR,5135,138.5
2016,"Stone, AR",AR,5137,152.7
2016,"Union, AR",AR,5139,131.5
2016,"Van Buren, AR",AR,5141,103.1
2016,"Washington, AR",AR,5143,98.5
2016,"White, AR",AR,5145,123.5
2016,"Woodruff, AR",AR,5147,3.8
2016,"Yell, AR",AR,5149,66.9
2016,"Apache, AZ",AZ,4001,18.5
2016,"Cochise, AZ",AZ,4003,79
2016,"Coconino, AZ",AZ,4005,51.4
2016,"Gila, AZ",AZ,4007,110
2016,"Graham, AZ",AZ,4009,84.1
2016,"Greenlee, AZ",AZ,4011,0
2016,"La Paz, AZ",AZ,4012,78.3
2016,"Maricopa, AZ",AZ,4013,68.2
2016,"Mohave, AZ",AZ,4015,127.5
2016,"Navajo, AZ",AZ,4017,67.5
2016,"Pima, AZ",AZ,4019,74
2016,"Pinal, AZ",AZ,4021,58.3
2016,"Santa Cruz, AZ",AZ,4023,29.3
2016,"Yavapai, AZ",AZ,4025,97.8
2016,"Yuma, AZ",AZ,4027,56.6
2016,"Alameda, CA",CA,6001,31.1
2016,"Alpine, CA",CA,6003,–
2016,"Amador, CA",CA,6005,112.3
2016,"Butte, CA",CA,6007,125.4
2016,"Calaveras, CA",CA,6009,83.5
2016,"Colusa, CA",CA,6011,45.2
2016,"Contra Costa, CA",CA,6013,40.8
2016,"Del Norte, CA",CA,6015,133.7
2016,"El Dorado, CA",CA,6017,63.7
2016,"Fresno, CA",CA,6019,57.8
2016,"Glenn, CA",CA,6021,85
2016,"Humboldt, CA",CA,6023,92.2
2016,"Imperial, CA",CA,6025,52.4
2016,"Inyo, CA",CA,6027,61.3
2016,"Kern, CA",CA,6029,60.3
2016,"Kings, CA",CA,6031,64.8
2016,"Lake, CA",CA,6033,116.4
2016,"Lassen, CA",CA,6035,81.7
2016,"Los Angeles, CA",CA,6037,33.4
2016,"Madera, CA",CA,6039,49.7
2016,"Marin, CA",CA,6041,36.7
2016,"Mariposa, CA",CA,6043,67.6
2016,"Mendocino, CA",CA,6045,105.1
2016,"Merced, CA",CA,6047,65.3
2016,"Modoc, CA",CA,6049,96.4
2016,"Mono, CA",CA,6051,54.4
2016,"Monterey, CA",CA,6053,50.6
2016,"Napa, CA",CA,6055,40.4
2016,"Nevada, CA",CA,6057,83
2016,"Orange, CA",CA,6059,42.1
2016,"Placer, CA",CA,6061,62.9
2016,"Plumas, CA",CA,6063,85.5
2016,"Riverside, CA",CA,6065,49.4
2016,"Sacramento, CA",CA,6067,50.3
2016,"San Benito, CA",CA,6069,43.7
2016,"San Bernardino, CA",CA,6071,52.2
2016,"San Diego, CA",CA,6073,39.2
2016,"San Francisco, CA",CA,6075,32.2
2016,"San Joaquin, CA",CA,6077,54.5
2016,"San Luis Obispo, CA",CA,6079,71.6
2016,"San Mateo, CA",CA,6081,31.5
2016,"Santa Barbara, CA",CA,6083,54.7
2016,"Santa Clara, CA",CA,6085,24.2
2016,"Santa Cruz, CA",CA,6087,57
2016,"Shasta, CA",CA,6089,118
2016,"Sierra, CA",CA,6091,21.3
2016,"Siskiyou, CA",CA,6093,117.2
2016,"Solano, CA",CA,6095,43
2016,"Sonoma, CA",CA,6097,52.5
2016,"Stanislaus, CA",CA,6099,85.1
2016,"Sutter, CA",CA,6101,102.9
2016,"Tehama, CA",CA,6103,94.8
2016,"Trinity, CA",CA,6105,98.5
2016,"Tulare, CA",CA,6107,65.1
2016,"Tuolumne, CA",CA,6109,114.6
2016,"Ventura, CA",CA,6111,54
2016,"Yolo, CA",CA,6113,46.7
2016,"Yuba, CA",CA,6115,83.2
2016,"Adams, CO",CO,8001,52.5
2016,"Alamosa, CO",CO,8003,152.4
2016,"Arapahoe, CO",CO,8005,58.2
2016,"Archuleta, CO",CO,8007,72.3
2016,"Baca, CO",CO,8009,86.8
2016,"Bent, CO",CO,8011,59.6
2016,"Boulder, CO",CO,8013,47.7
2016,"Broomfield, CO",CO,8014,52.9
2016,"Chaffee, CO",CO,8015,94.4
2016,"Cheyenne, CO",CO,8017,68.1
2016,"Clear Creek, CO",CO,8019,34.8
2016,"Conejos, CO",CO,8021,1.2
2016,"Costilla, CO",CO,8023,–
2016,"Crowley, CO",CO,8025,29.7
2016,"Custer, CO",CO,8027,–
2016,"Delta, CO",CO,8029,83.6
2016,"Denver, CO",CO,8031,39.4
2016,"Dolores, CO",CO,8033,–
2016,"Douglas, CO",CO,8035,50.5
2016,"Eagle, CO",CO,8037,46.3
2016,"Elbert, CO",CO,8039,34.9
2016,"El Paso, CO",CO,8041,67.4
2016,"Fremont, CO",CO,8043,72.7
2016,"Garfield, CO",CO,8045,78.5
2016,"Gilpin, CO",CO,8047,–
2016,"Grand, CO",CO,8049,43.3
2016,"Gunnison, CO",CO,8051,51.6
2016,"Hinsdale, CO",CO,8053,–
2016,"Huerfano, CO",CO,8055,80.6
2016,"Jackson, CO",CO,8057,–
2016,"Jefferson, CO",CO,8059,70.4
2016,"Kiowa, CO",CO,8061,112.7
2016,"Kit Carson, CO",CO,8063,41
2016,"Lake, CO",CO,8065,49.7
2016,"La Plata, CO",CO,8067,58
2016,"Larimer, CO",CO,8069,62.2
2016,"Las Animas, CO",CO,8071,126
2016,"Lincoln, CO",CO,8073,29
2016,"Logan, CO",CO,8075,81.6
2016,"Mesa, CO",CO,8077,78.6
2016,"Mineral, CO",CO,8079,–
2016,"Moffat, CO",CO,8081,108
2016,"Montezuma, CO",CO,8083,90.8
2016,"Montrose, CO",CO,8085,80.7
2016,"Morgan, CO",CO,8087,65.4
2016,"Otero, CO",CO,8089,107.7
2016,"Ouray, CO",CO,8091,34.4
2016,"Park, CO",CO,8093,–
2016,"Phillips, CO",CO,8095,0.1
2016,"Pitkin, CO",CO,8097,26.1
2016,"Prowers, CO",CO,8099,79.3
2016,"Pueblo, CO",CO,8101,107.9
2016,"Rio Blanco, CO",CO,8103,26
2016,"Rio Grande, CO",CO,8105,79.9
2016,"Routt, CO",CO,8107,62
2016,"Saguache, CO",CO,8109,–
2016,"San Juan, CO",CO,8111,–
2016,"San Miguel, CO",CO,8113,35.9
2016,"Sedgwick, CO",CO,8115,1.3
2016,"Summit, CO",CO,8117,59.9
2016,"Teller, CO",CO,8119,107.7
2016,"Washington, CO",CO,8121,–
2016,"Weld, CO",CO,8123,58
2016,"Yuma, CO",CO,8125,71.1
2016,"Fairfield, CT",CT,9001,43.4
2016,"Hartford, CT",CT,9003,56
2016,"Litchfield, CT",CT,9005,60.6
2016,"Middlesex, CT",CT,9007,63.3
2016,"New Haven, CT",CT,9009,63.1
2016,"New London, CT",CT,9011,66.4
2016,"Tolland, CT",CT,9013,48.4
2016,"Windham, CT",CT,9015,71.6
2016,"District of Columbia, DC",DC,11001,32.5
2016,"Kent, DE",DE,10001,75.9
2016,"New Castle, DE",DE,10003,74.7
2016,"Sussex, DE",DE,10005,93.1
2016,"Alachua, FL",FL,12001,69.1
2016,"Baker, FL",FL,12003,112.2
2016,"Bay, FL",FL,12005,121.2
2016,"Bradford, FL",FL,12007,93.8
2016,"Brevard, FL",FL,12009,92.1
2016,"Broward, FL",FL,12011,51.3
2016,"Calhoun, FL",FL,12013,71.2
2016,"Charlotte, FL",FL,12015,79.8
2016,"Citrus, FL",FL,12017,104.9
2016,"Clay, FL",FL,12019,87.3
2016,"Collier, FL",FL,12021,58.2
2016,"Columbia, FL",FL,12023,118.8
2016,"DeSoto, FL",FL,12027,57.4
2016,"Dixie, FL",FL,12029,45.5
2016,"Duval, FL",FL,12031,88.6
2016,"Escambia, FL",FL,12033,113
2016,"Flagler, FL",FL,12035,80.3
2016,"Franklin, FL",FL,12037,80
2016,"Gadsden, FL",FL,12039,58.8
2016,"Gilchrist, FL",FL,12041,43.7
2016,"Glades, FL",FL,12043,5
2016,"Gulf, FL",FL,12045,103.9
2016,"Hamilton, FL",FL,12047,36.6
2016,"Hardee, FL",FL,12049,38.7
2016,"Hendry, FL",FL,12051,70.9
2016,"Hernando, FL",FL,12053,110
2016,"Highlands, FL",FL,12055,80.2
2016,"Hillsborough, FL",FL,12057,65.6
2016,"Holmes, FL",FL,12059,83.5
2016,"Indian River, FL",FL,12061,96.7
2016,"Jackson, FL",FL,12063,109.6
2016,"Jefferson, FL",FL,12065,51.7
2016,"Lafayette, FL",FL,12067,57.4
2016,"Lake, FL",FL,12069,82.3
2016,"Lee, FL",FL,12071,66.3
2016,"Leon, FL",FL,12073,71.5
2016,"Levy, FL",FL,12075,102.8
2016,"Liberty, FL",FL,12077,40.8
2016,"Madison, FL",FL,12079,81.3
2016,"Manatee, FL",FL,12081,76.2
2016,"Marion, FL",FL,12083,90.8
2016,"Martin, FL",FL,12085,74.8
2016,"Miami-Dade, FL",FL,12086,30.5
2016,"Monroe, FL",FL,12087,79.9
2016,"Nassau, FL",FL,12089,110.4
2016,"Okaloosa, FL",FL,12091,85.4
2016,"Okeechobee, FL",FL,12093,101.6
2016,"Orange, FL",FL,12095,45.2
2016,"Osceola, FL",FL,12097,53
2016,"Palm Beach, FL",FL,12099,59.3
2016,"Pasco, FL",FL,12101,86.6
2016,"Pinellas, FL",FL,12103,82.4
2016,"Polk, FL",FL,12105,72.9
2016,"Putnam, FL",FL,12107,110
2016,"St. Johns, FL",FL,12109,65
2016,"St. Lucie, FL",FL,12111,65.6
2016,"Santa Rosa, FL",FL,12113,97.4
2016,"Sarasota, FL",FL,12115,79
2016,"Seminole, FL",FL,12117,55.9
2016,"Sumter, FL",FL,12119,72.6
2016,"Suwannee, FL",FL,12121,85.7
2016,"Taylor, FL",FL,12123,113.8
2016,"Union, FL",FL,12125,54.6
2016,"Volusia, FL",FL,12127,81.8
2016,"Wakulla, FL",FL,12129,83.8
2016,"Walton, FL",FL,12131,89
2016,"Washington, FL",FL,12133,124.7
2016,"Appling, GA",GA,13001,123.7
2016,"Atkinson, GA",GA,13003,67.9
2016,"Bacon, GA",GA,13005,157.5
2016,"Baker, GA",GA,13007,–
2016,"Baldwin, GA",GA,13009,98.4
2016,"Banks, GA",GA,13011,42.3
2016,"Barrow, GA",GA,13013,84.6
2016,"Bartow, GA",GA,13015,102.9
2016,"Ben Hill, GA",GA,13017,199.4
2016,"Berrien, GA",GA,13019,56.1
2016,"Bibb, GA",GA,13021,130.7
2016,"Bleckley, GA",GA,13023,131.8
2016,"Brantley, GA",GA,13025,55.2
2016,"Brooks, GA",GA,13027,91
2016,"Bryan, GA",GA,13029,90.7
2016,"Bulloch, GA",GA,13031,84.7
2016,"Burke, GA",GA,13033,84.3
2016,"Butts, GA",GA,13035,100.2
2016,"Calhoun, GA",GA,13037,2.2
2016,"Camden, GA",GA,13039,73.9
2016,"Candler, GA",GA,13043,169.7
2016,"Carroll, GA",GA,13045,116.6
2016,"Catoosa, GA",GA,13047,116.1
2016,"Charlton, GA",GA,13049,104
2016,"Chatham, GA",GA,13051,84.9
2016,"Chattahoochee, GA",GA,13053,–
2016,"Chattooga, GA",GA,13055,131.4
2016,"Cherokee, GA",GA,13057,70
2016,"Clarke, GA",GA,13059,97.1
2016,"Clay, GA",GA,13061,49
2016,"Clayton, GA",GA,13063,44.6
2016,"Clinch, GA",GA,13065,150.8
2016,"Cobb, GA",GA,13067,61.3
2016,"Coffee, GA",GA,13069,173.8
2016,"Colquitt, GA",GA,13071,85.7
2016,"Columbia, GA",GA,13073,81
2016,"Cook, GA",GA,13075,105.7
2016,"Coweta, GA",GA,13077,81.3
2016,"Crawford, GA",GA,13079,1.1
2016,"Crisp, GA",GA,13081,174.5
2016,"Dade, GA",GA,13083,74.9
2016,"Dawson, GA",GA,13085,135.6
2016,"Decatur, GA",GA,13087,122.6
2016,"DeKalb, GA",GA,13089,45.1
2016,"Dodge, GA",GA,13091,93.1
2016,"Dooly, GA",GA,13093,0.6
2016,"Dougherty, GA",GA,13095,119.3
2016,"Douglas, GA",GA,13097,94.5
2016,"Early, GA",GA,13099,118.9
2016,"Echols, GA",GA,13101,–
2016,"Effingham, GA",GA,13103,79.7
2016,"Elbert, GA",GA,13105,146.7
2016,"Emanuel, GA",GA,13107,113.4
2016,"Evans, GA",GA,13109,122
2016,"Fannin, GA",GA,13111,154.3
2016,"Fayette, GA",GA,13113,91.8
2016,"Floyd, GA",GA,13115,153.3
2016,"Forsyth, GA",GA,13117,51.2
2016,"Franklin, GA",GA,13119,122.9
2016,"Fulton, GA",GA,13121,49.2
2016,"Gilmer, GA",GA,13123,135.2
2016,"Glascock, GA",GA,13125,–
2016,"Glynn, GA",GA,13127,104.5
2016,"Gordon, GA",GA,13129,117.8
2016,"Grady, GA",GA,13131,78.7
2016,"Greene, GA",GA,13133,142
2016,"Gwinnett, GA",GA,13135,47.4
2016,"Habersham, GA",GA,13137,101.8
2016,"Hall, GA",GA,13139,94.5
2016,"Hancock, GA",GA,13141,53.7
2016,"Haralson, GA",GA,13143,193.7
2016,"Harris, GA",GA,13145,7.8
2016,"Hart, GA",GA,13147,103.5
2016,"Heard, GA",GA,13149,0.6
2016,"Henry, GA",GA,13151,78.6
2016,"Houston, GA",GA,13153,93.5
2016,"Irwin, GA",GA,13155,57.2
2016,"Jackson, GA",GA,13157,116.6
2016,"Jasper, GA",GA,13159,58.8
2016,"Jeff Davis, GA",GA,13161,91.7
2016,"Jefferson, GA",GA,13163,125.1
2016,"Jenkins, GA",GA,13165,31.1
2016,"Johnson, GA",GA,13167,33.8
2016,"Jones, GA",GA,13169,53.8
2016,"Lamar, GA",GA,13171,75.6
2016,"Lanier, GA",GA,13173,79.5
2016,"Laurens, GA",GA,13175,122.8
2016,"Lee, GA",GA,13177,52.4
2016,"Liberty, GA",GA,13179,55
2016,"Lincoln, GA",GA,13181,26.9
2016,"Long, GA",GA,13183,0.1
2016,"Lowndes, GA",GA,13185,92.7
2016,"Lumpkin, GA",GA,13187,83.1
2016,"McDuffie, GA",GA,13189,163.2
2016,"McIntosh, GA",GA,13191,75.2
2016,"Macon, GA",GA,13193,68
2016,"Madison, GA",GA,13195,103.6
2016,"Marion, GA",GA,13197,19.4
2016,"Meriwether, GA",GA,13199,82.8
2016,"Miller, GA",GA,13201,108.8
2016,"Mitchell, GA",GA,13205,100.4
2016,"Monroe, GA",GA,13207,67.8
2016,"Montgomery, GA",GA,13209,36.9
2016,"Morgan, GA",GA,13211,79.4
2016,"Murray, GA",GA,13213,97.7
2016,"Muscogee, GA",GA,13215,90.7
2016,"Newton, GA",GA,13217,81.9
2016,"Oconee, GA",GA,13219,63.2
2016,"Oglethorpe, GA",GA,13221,40.3
2016,"Paulding, GA",GA,13223,58.6
2016,"Peach, GA",GA,13225,88.7
2016,"Pickens, GA",GA,13227,122
2016,"Pierce, GA",GA,13229,64.6
2016,"Pike, GA",GA,13231,12.4
2016,"Polk, GA",GA,13233,166.8
2016,"Pulaski, GA",GA,13235,88.7
2016,"Putnam, GA",GA,13237,67.9
2016,"Quitman, GA",GA,13239,–
2016,"Rabun, GA",GA,13241,134
2016,"Randolph, GA",GA,13243,138.3
2016,"Richmond, GA",GA,13245,86.8
2016,"Rockdale, GA",GA,13247,79.3
2016,"Schley, GA",GA,13249,3.2
2016,"Screven, GA",GA,13251,58.1
2016,"Seminole, GA",GA,13253,178.8
2016,"Spalding, GA",GA,13255,136.7
2016,"Stephens, GA",GA,13257,163.7
2016,"Stewart, GA",GA,13259,61.9
2016,"Sumter, GA",GA,13261,105.7
2016,"Talbot, GA",GA,13263,–
2016,"Taliaferro, GA",GA,13265,–
2016,"Tattnall, GA",GA,13267,54.1
2016,"Taylor, GA",GA,13269,72.9
2016,"Telfair, GA",GA,13271,58.6
2016,"Terrell, GA",GA,13273,51.3
2016,"Thomas, GA",GA,13275,107.4
2016,"Tift, GA",GA,13277,149.2
2016,"Toombs, GA",GA,13279,152.8
2016,"Towns, GA",GA,13281,111
2016,"Treutlen, GA",GA,13283,76.6
2016,"Troup, GA",GA,13285,98.9
2016,"Turner, GA",GA,13287,84.2
2016,"Twiggs, GA",GA,13289,1.3
2016,"Union, GA",GA,13291,128.6
2016,"Upson, GA",GA,13293,138.4
2016,"Walker, GA",GA,13295,54.8
2016,"Walton, GA",GA,13297,111
2016,"Ware, GA",GA,13299,221.3
2016,"Warren, GA",GA,13301,0.2
2016,"Washington, GA",GA,13303,95.6
2016,"Wayne, GA",GA,13305,144
2016,"Webster, GA",GA,13307,60
2016,"Wheeler, GA",GA,13309,32.9
2016,"White, GA",GA,13311,100.9
2016,"Whitfield, GA",GA,13313,93.4
2016,"Wilcox, GA",GA,13315,3.5
2016,"Wilkes, GA",GA,13317,138
2016,"Wilkinson, GA",GA,13319,92
2016,"Worth, GA",GA,13321,95.4
2016,"Hawaii, HI",HI,15001,66.4
2016,"Honolulu, HI",HI,15003,33.6
2016,"Kalawao, HI",HI,15005,–
2016,"Kauai, HI",HI,15007,55.1
2016,"Maui, HI",HI,15009,56.8
2016,"Adair, IA",IA,19001,51.9
2016,"Adams, IA",IA,19003,13.3
2016,"Allamakee, IA",IA,19005,44.5
2016,"Appanoose, IA",IA,19007,117.1
2016,"Audubon, IA",IA,19009,47.4
2016,"Benton, IA",IA,19011,12.9
2016,"Black Hawk, IA",IA,19013,72.9
2016,"Boone, IA",IA,19015,61.1
2016,"Bremer, IA",IA,19017,48.5
2016,"Buchanan, IA",IA,19019,37.8
2016,"Buena Vista, IA",IA,19021,42.2
2016,"Butler, IA",IA,19023,17.1
2016,"Calhoun, IA",IA,19025,68
2016,"Carroll, IA",IA,19027,99.3
2016,"Cass, IA",IA,19029,100.2
2016,"Cedar, IA",IA,19031,19.8
2016,"Cerro Gordo, IA",IA,19033,97.8
2016,"Cherokee, IA",IA,19035,43.2
2016,"Chickasaw, IA",IA,19037,26.9
2016,"Clarke, IA",IA,19039,87.6
2016,"Clay, IA",IA,19041,105.1
2016,"Clayton, IA",IA,19043,28.4
2016,"Clinton, IA",IA,19045,79.1
2016,"Crawford, IA",IA,19047,63.5
2016,"Dallas, IA",IA,19049,17.6
2016,"Davis, IA",IA,19051,58.1
2016,"Decatur, IA",IA,19053,45.3
2016,"Delaware, IA",IA,19055,46.5
2016,"Des Moines, IA",IA,19057,95.6
2016,"Dickinson, IA",IA,19059,77.6
2016,"Dubuque, IA",IA,19061,61.2
2016,"Emmet, IA",IA,19063,62.8
2016,"Fayette, IA",IA,19065,64.8
2016,"Floyd, IA",IA,19067,85.2
2016,"Franklin, IA",IA,19069,7.7
2016,"Fremont, IA",IA,19071,71.2
2016,"Greene, IA",IA,19073,92.8
2016,"Grundy, IA",IA,19075,31.8
2016,"Guthrie, IA",IA,19077,2.6
2016,"Hamilton, IA",IA,19079,65.1
2016,"Hancock, IA",IA,19081,0.3
2016,"Hardin, IA",IA,19083,55.9
2016,"Harrison, IA",IA,19085,69.5
2016,"Henry, IA",IA,19087,68.4
2016,"Howard, IA",IA,19089,30.8
2016,"Humboldt, IA",IA,19091,61.5
2016,"Ida, IA",IA,19093,57.5
2016,"Iowa, IA",IA,19095,35.7
2016,"Jackson, IA",IA,19097,35.8
2016,"Jasper, IA",IA,19099,70.4
2016,"Jefferson, IA",IA,19101,91.5
2016,"Johnson, IA",IA,19103,32.3
2016,"Jones, IA",IA,19105,46.6
2016,"Keokuk, IA",IA,19107,–
2016,"Kossuth, IA",IA,19109,38.4
2016,"Lee, IA",IA,19111,125.6
2016,"Linn, IA",IA,19113,65
2016,"Louisa, IA",IA,19115,27.8
2016,"Lucas, IA",IA,19117,107.6
2016,"Lyon, IA",IA,19119,24.9
2016,"Madison, IA",IA,19121,84.2
2016,"Mahaska, IA",IA,19123,67.9
2016,"Marion, IA",IA,19125,61.2
2016,"Marshall, IA",IA,19127,77.4
2016,"Mills, IA",IA,19129,40.5
2016,"Mitchell, IA",IA,19131,26.8
2016,"Monona, IA",IA,19133,91.4
2016,"Monroe, IA",IA,19135,94.3
2016,"Montgomery, IA",IA,19137,83.7
2016,"Muscatine, IA",IA,19139,58.6
2016,"O’Brien, IA",IA,19141,57.9
2016,"Osceola, IA",IA,19143,34.9
2016,"Page, IA",IA,19145,112.4
2016,"Palo Alto, IA",IA,19147,38
2016,"Plymouth, IA",IA,19149,45.4
2016,"Pocahontas, IA",IA,19151,63.2
2016,"Polk, IA",IA,19153,82.2
2016,"Pottawattamie, IA",IA,19155,90.6
2016,"Poweshiek, IA",IA,19157,54.3
2016,"Ringgold, IA",IA,19159,89.3
2016,"Sac, IA",IA,19161,18.4
2016,"Scott, IA",IA,19163,73.3
2016,"Shelby, IA",IA,19165,60.6
