Year,County,State,FIPS County Code,Opioid Prescribing Rater per 100
2013,"Madison, AR",AR,5087,79.1
2013,"Marion, AR",AR,5089,74.8
2013,"Miller, AR",AR,5091,141.6
2013,"Mississippi, AR",AR,5093,136
2013,"Monroe, AR",AR,5095,81.3
2013,"Montgomery, AR",AR,5097,108
2013,"Nevada, AR",AR,5099,–
2013,"Newton, AR",AR,5101,–
2013,"Ouachita, AR",AR,5103,137
2013,"Perry, AR",AR,5105,94.9
2013,"Phillips, AR",AR,5107,171.1
2013,"Pike, AR",AR,5109,–
2013,"Poinsett, AR",AR,5111,93.8
2013,"Polk, AR",AR,5113,123.7
2013,"Pope, AR",AR,5115,148.2
2013,"Prairie, AR",AR,5117,101.3
2013,"Pulaski, AR",AR,5119,120.2
2013,"Randolph, AR",AR,5121,112.2
2013,"St. Francis, AR",AR,5123,94.7
2013,"Saline, AR",AR,5125,100.4
2013,"Scott, AR",AR,5127,141.6
2013,"Searcy, AR",AR,5129,111.8
2013,"Sebastian, AR",AR,5131,190.4
2013,"Sevier, AR",AR,5133,64.8
2013,"Sharp, AR",AR,5135,108.3
2013,"Stone, AR",AR,5137,86.9
2013,"Union, AR",AR,5139,133.6
2013,"Van Buren, AR",AR,5141,86.7
2013,"Washington, AR",AR,5143,108.2
2013,"White, AR",AR,5145,129.9
2013,"Woodruff, AR",AR,5147,30.3
2013,"Yell, AR",AR,5149,36.9
2013,"Apache, AZ",AZ,4001,22.1
2013,"Cochise, AZ",AZ,4003,83.3
2013,"Coconino, AZ",AZ,4005,57.9
2013,"Gila, AZ",AZ,4007,129.4
2013,"Graham, AZ",AZ,4009,117
2013,"Greenlee, AZ",AZ,4011,–
2013,"La Paz, AZ",AZ,4012,85.2
2013,"Maricopa, AZ",AZ,4013,78.5
2013,"Mohave, AZ",AZ,4015,140.5
2013,"Navajo, AZ",AZ,4017,74.5
2013,"Pima, AZ",AZ,4019,86.4
2013,"Pinal, AZ",AZ,4021,64.1
2013,"Santa Cruz, AZ",AZ,4023,26.4
2013,"Yavapai, AZ",AZ,4025,112.6
2013,"Yuma, AZ",AZ,4027,57.9
2013,"Alameda, CA",CA,6001,39.4
2013,"Alpine, CA",CA,6003,–
2013,"Amador, CA",CA,6005,140.7
2013,"Butte, CA",CA,6007,157.3
2013,"Calaveras, CA",CA,6009,94.5
2013,"Colusa, CA",CA,6011,56.4
2013,"Contra Costa, CA",CA,6013,55.5
2013,"Del Norte, CA",CA,6015,170.6
2013,"El Dorado, CA",CA,6017,80.2
2013,"Fresno, CA",CA,6019,68.1
2013,"Glenn, CA",CA,6021,83
2013,"Humboldt, CA",CA,6023,128.1
2013,"Imperial, CA",CA,6025,59.1
2013,"Inyo, CA",CA,6027,70.4
2013,"Kern, CA",CA,6029,65.8
2013,"Kings, CA",CA,6031,82.1
2013,"Lake, CA",CA,6033,171.2
2013,"Lassen, CA",CA,6035,111.2
2013,"Los Angeles, CA",CA,6037,40.3
2013,"Madera, CA",CA,6039,61.9
2013,"Marin, CA",CA,6041,48.3
2013,"Mariposa, CA",CA,6043,71.1
2013,"Mendocino, CA",CA,6045,129.4
2013,"Merced, CA",CA,6047,75
2013,"Modoc, CA",CA,6049,117.2
2013,"Mono, CA",CA,6051,56.1
2013,"Monterey, CA",CA,6053,62.9
2013,"Napa, CA",CA,6055,51.7
2013,"Nevada, CA",CA,6057,105.3
2013,"Orange, CA",CA,6059,48.7
2013,"Placer, CA",CA,6061,76.3
2013,"Plumas, CA",CA,6063,121.5
2013,"Riverside, CA",CA,6065,56.6
2013,"Sacramento, CA",CA,6067,63.6
2013,"San Benito, CA",CA,6069,56.1
2013,"San Bernardino, CA",CA,6071,57.6
2013,"San Diego, CA",CA,6073,47.8
2013,"San Francisco, CA",CA,6075,42.4
2013,"San Joaquin, CA",CA,6077,70.2
2013,"San Luis Obispo, CA",CA,6079,87.2
2013,"San Mateo, CA",CA,6081,38.6
2013,"Santa Barbara, CA",CA,6083,64.8
2013,"Santa Clara, CA",CA,6085,30.2
2013,"Santa Cruz, CA",CA,6087,74.5
2013,"Shasta, CA",CA,6089,160.2
2013,"Sierra, CA",CA,6091,43.7
2013,"Siskiyou, CA",CA,6093,124
2013,"Solano, CA",CA,6095,56.5
2013,"Sonoma, CA",CA,6097,70.6
2013,"Stanislaus, CA",CA,6099,106.2
2013,"Sutter, CA",CA,6101,124.9
2013,"Tehama, CA",CA,6103,121.6
2013,"Trinity, CA",CA,6105,117
2013,"Tulare, CA",CA,6107,84.3
2013,"Tuolumne, CA",CA,6109,162.4
2013,"Ventura, CA",CA,6111,62.3
2013,"Yolo, CA",CA,6113,55.5
2013,"Yuba, CA",CA,6115,105.5
2013,"Adams, CO",CO,8001,60.3
2013,"Alamosa, CO",CO,8003,202.6
2013,"Arapahoe, CO",CO,8005,66.1
2013,"Archuleta, CO",CO,8007,71.8
2013,"Baca, CO",CO,8009,98.5
2013,"Bent, CO",CO,8011,55.9
2013,"Boulder, CO",CO,8013,57.1
2013,"Broomfield, CO",CO,8014,65.4
2013,"Chaffee, CO",CO,8015,103.7
2013,"Cheyenne, CO",CO,8017,70
2013,"Clear Creek, CO",CO,8019,35.9
2013,"Conejos, CO",CO,8021,–
2013,"Costilla, CO",CO,8023,–
2013,"Crowley, CO",CO,8025,37.9
2013,"Custer, CO",CO,8027,–
2013,"Delta, CO",CO,8029,96.2
2013,"Denver, CO",CO,8031,49
2013,"Dolores, CO",CO,8033,–
2013,"Douglas, CO",CO,8035,57.5
2013,"Eagle, CO",CO,8037,52.9
2013,"Elbert, CO",CO,8039,37.2
2013,"El Paso, CO",CO,8041,75.7
2013,"Fremont, CO",CO,8043,84
2013,"Garfield, CO",CO,8045,91.5
2013,"Gilpin, CO",CO,8047,–
2013,"Grand, CO",CO,8049,52.2
2013,"Gunnison, CO",CO,8051,60.9
2013,"Hinsdale, CO",CO,8053,–
2013,"Huerfano, CO",CO,8055,108.4
2013,"Jackson, CO",CO,8057,–
2013,"Jefferson, CO",CO,8059,85.2
2013,"Kiowa, CO",CO,8061,133.4
2013,"Kit Carson, CO",CO,8063,–
2013,"Lake, CO",CO,8065,78.6
2013,"La Plata, CO",CO,8067,70.7
2013,"Larimer, CO",CO,8069,80.6
2013,"Las Animas, CO",CO,8071,143
2013,"Lincoln, CO",CO,8073,–
2013,"Logan, CO",CO,8075,112.2
2013,"Mesa, CO",CO,8077,87
2013,"Mineral, CO",CO,8079,–
2013,"Moffat, CO",CO,8081,164.1
2013,"Montezuma, CO",CO,8083,96.5
2013,"Montrose, CO",CO,8085,96.9
2013,"Morgan, CO",CO,8087,96.7
2013,"Otero, CO",CO,8089,127.2
2013,"Ouray, CO",CO,8091,47.3
2013,"Park, CO",CO,8093,8.9
2013,"Phillips, CO",CO,8095,30.6
2013,"Pitkin, CO",CO,8097,33.9
2013,"Prowers, CO",CO,8099,98
2013,"Pueblo, CO",CO,8101,130
2013,"Rio Blanco, CO",CO,8103,37.7
2013,"Rio Grande, CO",CO,8105,88.7
2013,"Routt, CO",CO,8107,82.8
2013,"Saguache, CO",CO,8109,–
2013,"San Juan, CO",CO,8111,–
2013,"San Miguel, CO",CO,8113,40.4
2013,"Sedgwick, CO",CO,8115,–
2013,"Summit, CO",CO,8117,76.9
2013,"Teller, CO",CO,8119,121.3
2013,"Washington, CO",CO,8121,–
2013,"Weld, CO",CO,8123,72.9
2013,"Yuma, CO",CO,8125,87.5
2013,"Fairfield, CT",CT,9001,52.4
2013,"Hartford, CT",CT,9003,67.7
2013,"Litchfield, CT",CT,9005,70.3
2013,"Middlesex, CT",CT,9007,74
2013,"New Haven, CT",CT,9009,77.5
2013,"New London, CT",CT,9011,80.6
2013,"Tolland, CT",CT,9013,55.2
2013,"Windham, CT",CT,9015,82.6
2013,"District of Columbia, DC",DC,11001,41.1
2013,"Kent, DE",DE,10001,91.7
2013,"New Castle, DE",DE,10003,83.3
2013,"Sussex, DE",DE,10005,118.5
2013,"Alachua, FL",FL,12001,77
2013,"Baker, FL",FL,12003,145.9
2013,"Bay, FL",FL,12005,126.4
2013,"Bradford, FL",FL,12007,106.8
2013,"Brevard, FL",FL,12009,98.6
2013,"Broward, FL",FL,12011,55.8
2013,"Calhoun, FL",FL,12013,78.5
2013,"Charlotte, FL",FL,12015,83.1
2013,"Citrus, FL",FL,12017,109.4
2013,"Clay, FL",FL,12019,100
2013,"Collier, FL",FL,12021,66.1
2013,"Columbia, FL",FL,12023,130.9
2013,"DeSoto, FL",FL,12027,62.5
2013,"Dixie, FL",FL,12029,43.9
2013,"Duval, FL",FL,12031,98.2
2013,"Escambia, FL",FL,12033,128.9
2013,"Flagler, FL",FL,12035,83.4
2013,"Franklin, FL",FL,12037,110.3
2013,"Gadsden, FL",FL,12039,65
2013,"Gilchrist, FL",FL,12041,43
2013,"Glades, FL",FL,12043,3.8
2013,"Gulf, FL",FL,12045,138.6
2013,"Hamilton, FL",FL,12047,46.9
2013,"Hardee, FL",FL,12049,49.7
2013,"Hendry, FL",FL,12051,77.3
2013,"Hernando, FL",FL,12053,107.2
2013,"Highlands, FL",FL,12055,80.2
2013,"Hillsborough, FL",FL,12057,77
2013,"Holmes, FL",FL,12059,109.5
2013,"Indian River, FL",FL,12061,99.8
2013,"Jackson, FL",FL,12063,122.9
2013,"Jefferson, FL",FL,12065,60.5
2013,"Lafayette, FL",FL,12067,65.9
2013,"Lake, FL",FL,12069,87.7
2013,"Lee, FL",FL,12071,70.1
2013,"Leon, FL",FL,12073,71.4
2013,"Levy, FL",FL,12075,125.9
2013,"Liberty, FL",FL,12077,45
2013,"Madison, FL",FL,12079,84.2
2013,"Manatee, FL",FL,12081,84.9
2013,"Marion, FL",FL,12083,90.9
2013,"Martin, FL",FL,12085,79.8
2013,"Miami-Dade, FL",FL,12086,34.1
2013,"Monroe, FL",FL,12087,84.1
2013,"Nassau, FL",FL,12089,122.9
2013,"Okaloosa, FL",FL,12091,96
2013,"Okeechobee, FL",FL,12093,119.3
2013,"Orange, FL",FL,12095,54.2
2013,"Osceola, FL",FL,12097,68.5
2013,"Palm Beach, FL",FL,12099,63.9
2013,"Pasco, FL",FL,12101,95.5
2013,"Pinellas, FL",FL,12103,90.9
2013,"Polk, FL",FL,12105,76.7
2013,"Putnam, FL",FL,12107,121.8
2013,"St. Johns, FL",FL,12109,67.3
2013,"St. Lucie, FL",FL,12111,73.1
2013,"Santa Rosa, FL",FL,12113,121.6
2013,"Sarasota, FL",FL,12115,88.5
2013,"Seminole, FL",FL,12117,64.5
2013,"Sumter, FL",FL,12119,72.2
2013,"Suwannee, FL",FL,12121,93.5
2013,"Taylor, FL",FL,12123,129.6
2013,"Union, FL",FL,12125,69.2
2013,"Volusia, FL",FL,12127,89.7
2013,"Wakulla, FL",FL,12129,94.2
2013,"Walton, FL",FL,12131,104
2013,"Washington, FL",FL,12133,177.2
2013,"Appling, GA",GA,13001,128.6
2013,"Atkinson, GA",GA,13003,74.1
2013,"Bacon, GA",GA,13005,139.4
2013,"Baker, GA",GA,13007,–
2013,"Baldwin, GA",GA,13009,118.2
2013,"Banks, GA",GA,13011,59.6
2013,"Barrow, GA",GA,13013,93
2013,"Bartow, GA",GA,13015,115
2013,"Ben Hill, GA",GA,13017,181.5
2013,"Berrien, GA",GA,13019,71.9
2013,"Bibb, GA",GA,13021,156.8
2013,"Bleckley, GA",GA,13023,141.7
2013,"Brantley, GA",GA,13025,66
2013,"Brooks, GA",GA,13027,88.3
2013,"Bryan, GA",GA,13029,94.1
2013,"Bulloch, GA",GA,13031,90.4
2013,"Burke, GA",GA,13033,90.4
2013,"Butts, GA",GA,13035,99.7
2013,"Calhoun, GA",GA,13037,–
2013,"Camden, GA",GA,13039,82.5
2013,"Candler, GA",GA,13043,140.3
2013,"Carroll, GA",GA,13045,132.7
2013,"Catoosa, GA",GA,13047,166.8
2013,"Charlton, GA",GA,13049,104.5
2013,"Chatham, GA",GA,13051,94.1
2013,"Chattahoochee, GA",GA,13053,–
2013,"Chattooga, GA",GA,13055,153.6
2013,"Cherokee, GA",GA,13057,73.6
2013,"Clarke, GA",GA,13059,119.1
2013,"Clay, GA",GA,13061,87.9
2013,"Clayton, GA",GA,13063,52.7
2013,"Clinch, GA",GA,13065,142.9
2013,"Cobb, GA",GA,13067,68.7
2013,"Coffee, GA",GA,13069,170.7
2013,"Colquitt, GA",GA,13071,81.8
2013,"Columbia, GA",GA,13073,91
2013,"Cook, GA",GA,13075,116.1
2013,"Coweta, GA",GA,13077,82.1
2013,"Crawford, GA",GA,13079,–
2013,"Crisp, GA",GA,13081,180.2
2013,"Dade, GA",GA,13083,109.9
2013,"Dawson, GA",GA,13085,166
2013,"Decatur, GA",GA,13087,140.5
2013,"DeKalb, GA",GA,13089,48.9
2013,"Dodge, GA",GA,13091,106.3
2013,"Dooly, GA",GA,13093,–
2013,"Dougherty, GA",GA,13095,135
2013,"Douglas, GA",GA,13097,100.1
2013,"Early, GA",GA,13099,113
2013,"Echols, GA",GA,13101,–
2013,"Effingham, GA",GA,13103,78.4
2013,"Elbert, GA",GA,13105,146.1
2013,"Emanuel, GA",GA,13107,112.5
2013,"Evans, GA",GA,13109,150
2013,"Fannin, GA",GA,13111,145.9
2013,"Fayette, GA",GA,13113,90.7
2013,"Floyd, GA",GA,13115,168.3
2013,"Forsyth, GA",GA,13117,58.2
2013,"Franklin, GA",GA,13119,170.2
2013,"Fulton, GA",GA,13121,53.8
2013,"Gilmer, GA",GA,13123,155.8
2013,"Glascock, GA",GA,13125,–
2013,"Glynn, GA",GA,13127,110.9
2013,"Gordon, GA",GA,13129,141.3
2013,"Grady, GA",GA,13131,73.3
2013,"Greene, GA",GA,13133,135.4
2013,"Gwinnett, GA",GA,13135,52.1
2013,"Habersham, GA",GA,13137,121.2
2013,"Hall, GA",GA,13139,101.6
2013,"Hancock, GA",GA,13141,52.5
2013,"Haralson, GA",GA,13143,222.8
2013,"Harris, GA",GA,13145,5.3
2013,"Hart, GA",GA,13147,120.4
2013,"Heard, GA",GA,13149,–
2013,"Henry, GA",GA,13151,88.1
2013,"Houston, GA",GA,13153,107.1
2013,"Irwin, GA",GA,13155,66.2
2013,"Jackson, GA",GA,13157,121.8
2013,"Jasper, GA",GA,13159,55.6
2013,"Jeff Davis, GA",GA,13161,106.3
2013,"Jefferson, GA",GA,13163,135.9
2013,"Jenkins, GA",GA,13165,35.5
2013,"Johnson, GA",GA,13167,41.6
2013,"Jones, GA",GA,13169,50.9
2013,"Lamar, GA",GA,13171,98.3
2013,"Lanier, GA",GA,13173,–
2013,"Laurens, GA",GA,13175,161.2
2013,"Lee, GA",GA,13177,53.3
2013,"Liberty, GA",GA,13179,60.5
2013,"Lincoln, GA",GA,13181,–
2013,"Long, GA",GA,13183,–
2013,"Lowndes, GA",GA,13185,112.2
2013,"Lumpkin, GA",GA,13187,86.5
2013,"McDuffie, GA",GA,13189,180.7
2013,"McIntosh, GA",GA,13191,85.8
2013,"Macon, GA",GA,13193,59.7
2013,"Madison, GA",GA,13195,129
2013,"Marion, GA",GA,13197,11.6
2013,"Meriwether, GA",GA,13199,70.1
2013,"Miller, GA",GA,13201,134.8
2013,"Mitchell, GA",GA,13205,105.8
2013,"Monroe, GA",GA,13207,65.7
2013,"Montgomery, GA",GA,13209,25.3
2013,"Morgan, GA",GA,13211,77.6
2013,"Murray, GA",GA,13213,114.7
2013,"Muscogee, GA",GA,13215,106.6
2013,"Newton, GA",GA,13217,95.2
2013,"Oconee, GA",GA,13219,61.5
2013,"Oglethorpe, GA",GA,13221,34
2013,"Paulding, GA",GA,13223,66.2
2013,"Peach, GA",GA,13225,95.2
2013,"Pickens, GA",GA,13227,132.4
2013,"Pierce, GA",GA,13229,59
2013,"Pike, GA",GA,13231,12.6
2013,"Polk, GA",GA,13233,198.9
2013,"Pulaski, GA",GA,13235,107
2013,"Putnam, GA",GA,13237,73.2
2013,"Quitman, GA",GA,13239,–
2013,"Rabun, GA",GA,13241,164.8
2013,"Randolph, GA",GA,13243,191.2
2013,"Richmond, GA",GA,13245,107.5
2013,"Rockdale, GA",GA,13247,81.2
2013,"Schley, GA",GA,13249,–
2013,"Screven, GA",GA,13251,39.6
2013,"Seminole, GA",GA,13253,210
2013,"Spalding, GA",GA,13255,162.3
2013,"Stephens, GA",GA,13257,180.4
2013,"Stewart, GA",GA,13259,72.5
2013,"Sumter, GA",GA,13261,106.1
2013,"Talbot, GA",GA,13263,–
2013,"Taliaferro, GA",GA,13265,–
2013,"Tattnall, GA",GA,13267,58.5
2013,"Taylor, GA",GA,13269,44.3
2013,"Telfair, GA",GA,13271,65.8
2013,"Terrell, GA",GA,13273,50.8
2013,"Thomas, GA",GA,13275,106.8
2013,"Tift, GA",GA,13277,158.3
2013,"Toombs, GA",GA,13279,180.7
2013,"Towns, GA",GA,13281,125
2013,"Treutlen, GA",GA,13283,31.6
2013,"Troup, GA",GA,13285,125.2
2013,"Turner, GA",GA,13287,79.7
2013,"Twiggs, GA",GA,13289,–
2013,"Union, GA",GA,13291,170
2013,"Upson, GA",GA,13293,149.7
2013,"Walker, GA",GA,13295,48.5
2013,"Walton, GA",GA,13297,119
2013,"Ware, GA",GA,13299,212.6
2013,"Warren, GA",GA,13301,–
2013,"Washington, GA",GA,13303,109.2
2013,"Wayne, GA",GA,13305,153.1
2013,"Webster, GA",GA,13307,–
2013,"Wheeler, GA",GA,13309,31
2013,"White, GA",GA,13311,96.2
2013,"Whitfield, GA",GA,13313,104.1
2013,"Wilcox, GA",GA,13315,–
2013,"Wilkes, GA",GA,13317,173.1
2013,"Wilkinson, GA",GA,13319,69.4
2013,"Worth, GA",GA,13321,97.9
2013,"Hawaii, HI",HI,15001,84.3
2013,"Honolulu, HI",HI,15003,39
2013,"Kalawao, HI",HI,15005,–
2013,"Kauai, HI",HI,15007,70.8
2013,"Maui, HI",HI,15009,62.8
2013,"Adair, IA",IA,19001,46
2013,"Adams, IA",IA,19003,–
2013,"Allamakee, IA",IA,19005,53.8
2013,"Appanoose, IA",IA,19007,131.4
2013,"Audubon, IA",IA,19009,52.8
2013,"Benton, IA",IA,19011,8.7
2013,"Black Hawk, IA",IA,19013,86.5
2013,"Boone, IA",IA,19015,63.7
2013,"Bremer, IA",IA,19017,43.7
2013,"Buchanan, IA",IA,19019,46.3
2013,"Buena Vista, IA",IA,19021,46.3
2013,"Butler, IA",IA,19023,35.2
2013,"Calhoun, IA",IA,19025,49.1
2013,"Carroll, IA",IA,19027,120
2013,"Cass, IA",IA,19029,115
2013,"Cedar, IA",IA,19031,20.7
2013,"Cerro Gordo, IA",IA,19033,120.6
2013,"Cherokee, IA",IA,19035,64.5
2013,"Chickasaw, IA",IA,19037,38.8
2013,"Clarke, IA",IA,19039,96.3
2013,"Clay, IA",IA,19041,112.1
2013,"Clayton, IA",IA,19043,41
2013,"Clinton, IA",IA,19045,85.2
2013,"Crawford, IA",IA,19047,64.3
2013,"Dallas, IA",IA,19049,17.6
2013,"Davis, IA",IA,19051,62.1
2013,"Decatur, IA",IA,19053,18.2
2013,"Delaware, IA",IA,19055,50.8
2013,"Des Moines, IA",IA,19057,109.7
2013,"Dickinson, IA",IA,19059,87.2
2013,"Dubuque, IA",IA,19061,69.3
2013,"Emmet, IA",IA,19063,63.3
2013,"Fayette, IA",IA,19065,89.7
2013,"Floyd, IA",IA,19067,106
2013,"Franklin, IA",IA,19069,30.4
2013,"Fremont, IA",IA,19071,68.8
2013,"Greene, IA",IA,19073,101.2
2013,"Grundy, IA",IA,19075,1.5
2013,"Guthrie, IA",IA,19077,22.9
2013,"Hamilton, IA",IA,19079,69.1
2013,"Hancock, IA",IA,19081,–
2013,"Hardin, IA",IA,19083,64
2013,"Harrison, IA",IA,19085,70.6
2013,"Henry, IA",IA,19087,77.3
2013,"Howard, IA",IA,19089,40
2013,"Humboldt, IA",IA,19091,65.5
2013,"Ida, IA",IA,19093,48.5
2013,"Iowa, IA",IA,19095,15.4
2013,"Jackson, IA",IA,19097,38.2
2013,"Jasper, IA",IA,19099,69.8
2013,"Jefferson, IA",IA,19101,92.5
2013,"Johnson, IA",IA,19103,39.5
2013,"Jones, IA",IA,19105,28
2013,"Keokuk, IA",IA,19107,0.2
2013,"Kossuth, IA",IA,19109,52.3
2013,"Lee, IA",IA,19111,136.7
2013,"Linn, IA",IA,19113,81.4
2013,"Louisa, IA",IA,19115,27.2
2013,"Lucas, IA",IA,19117,110.8
2013,"Lyon, IA",IA,19119,23.9
2013,"Madison, IA",IA,19121,59.3
2013,"Mahaska, IA",IA,19123,70.6
2013,"Marion, IA",IA,19125,76.2
2013,"Marshall, IA",IA,19127,90.6
2013,"Mills, IA",IA,19129,42.5
2013,"Mitchell, IA",IA,19131,42.4
2013,"Monona, IA",IA,19133,83.1
2013,"Monroe, IA",IA,19135,111.7
2013,"Montgomery, IA",IA,19137,82.5
2013,"Muscatine, IA",IA,19139,72.4
2013,"O’Brien, IA",IA,19141,35.2
2013,"Osceola, IA",IA,19143,28.5
2013,"Page, IA",IA,19145,128.2
2013,"Palo Alto, IA",IA,19147,60.7
2013,"Plymouth, IA",IA,19149,49.6
2013,"Pocahontas, IA",IA,19151,59.1
2013,"Polk, IA",IA,19153,96.9
2013,"Pottawattamie, IA",IA,19155,102.1
2013,"Poweshiek, IA",IA,19157,60.1
2013,"Ringgold, IA",IA,19159,88.6
2013,"Sac, IA",IA,19161,18.6
2013,"Scott, IA",IA,19163,82.7
2013,"Shelby, IA",IA,19165,60.8
2013,"Sioux, IA",IA,19167,32.6
2013,"Story, IA",IA,19169,46.8
2013,"Tama, IA",IA,19171,23.8
